,trail_id,name,area_name,city_name,state_name,country_name,_geoloc,popularity,length,elevation_gain,difficulty_rating,route_type,visitor_usage,avg_rating,num_reviews,features,activities,units
643,10257677,Smith Peak Trail,Yosemite National Park,Yosemite Valley,CA,United States,"{'lat': 37.92644, 'lng': -119.79509}",4.8873,12.102556867619638,3490.170312,5,out and back,2.0,4.5,6,"['dogs-no', 'forest', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips']",i
644,10270309,Joshua Tree Short Loop Trail and Canyon View Trail Hike,Joshua Tree National Park,Yucca Valley,CA,United States,"{'lat': 34.07442, 'lng': -116.38985}",4.8767,6.201310130515848,954.0465552000001,3,loop,2.0,4.5,6,"['dogs-no', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",i
645,10023041,Porcupine Wash to Monument Mountain Trail,Joshua Tree National Park,Coolidge Springs,CA,United States,"{'lat': 33.84607, 'lng': -115.77752}",4.8732,18.303866998135486,2670.1302960000003,5,out and back,1.0,4.0,7,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running']",i
646,10350206,Paradise Valley Trail to Woods Creek Crossing,Kings Canyon National Park,Hume,CA,United States,"{'lat': 36.79495, 'lng': -118.58291}",4.8655,27.805874456183965,4327.2111576,3,out and back,2.0,5.0,8,"['forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'fishing', 'hiking', 'nature-trips', 'walking']",i
647,10301041,Tioga Pass Road to Yosemite Valley,Yosemite National Park,Yosemite Valley,CA,United States,"{'lat': 37.80664, 'lng': -119.54558}",4.8513,8.201732753262895,777.0379176,3,point to point,2.0,4.5,4,"['forest', 'views', 'waterfall', 'wildlife']","['backpacking', 'hiking', 'nature-trips']",i
648,10315482,Jumbo Rocks Campground Loop,Joshua Tree National Park,Twentynine Palms,CA,United States,"{'lat': 33.99257, 'lng': -116.06751}",4.8483,0.8001690490988191,39.0019032,1,loop,3.0,4.0,8,"['dogs-no', 'kids']","['camping', 'hiking', 'nature-trips', 'rock-climbing']",i
649,10036254,Palisade Basin,Kings Canyon National Park,Big Pine,CA,United States,"{'lat': 37.16926, 'lng': -118.56601}",4.8268,17.003592293349907,4858.2370704,7,loop,2.0,5.0,4,"['dogs-no', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips']",i
650,10036469,Lost Man Creek Trail,Redwood National Park,Orick,CA,United States,"{'lat': 41.327, 'lng': -124.01513}",4.817,20.504331883157242,3923.1914423999997,3,out and back,2.0,4.0,8,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
651,10314258,"Mirror Lake, Valley Loop Trail",Yosemite National Park,Yosemite Valley,CA,United States,"{'lat': 37.73235, 'lng': -119.5595}",4.7893,10.302176507147298,666.0325008000001,3,loop,2.0,4.0,8,"['forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
652,10301523,Dog Lake Trail and Lambert Dome Trail Loop,Yosemite National Park,Lee Vining,CA,United States,"{'lat': 37.87765, 'lng': -119.35367}",4.7705,4.60097203231821,675.03294,3,loop,,4.0,6,"['dogs-no', 'forest', 'lake', 'views']","['hiking', 'nature-trips', 'trail-running']",i
653,10292546,Coastal Trail: Demartin Section,Redwood National Park,Klamath,CA,United States,"{'lat': 41.60489, 'lng': -124.10133}",4.7569,11.402408949658172,2923.1426424,3,out and back,1.0,4.5,4,"['dogs-no', 'forest', 'kids', 'views', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
654,10028692,Lost Lake Trail,Kings Canyon National Park,Stony Creek Village,CA,United States,"{'lat': 36.74321, 'lng': -118.77517}",4.7339,17.303655686761964,4169.2034472000005,5,out and back,2.0,4.5,2,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i
655,10036280,Saline Valley OHV Road,Death Valley National Park,Darwin,CA,United States,"{'lat': 36.3308, 'lng': -117.71478}",4.73,82.41741205717838,10164.4960032,3,point to point,1.0,4.0,7,"['views', 'wildlife']","['nature-trips', 'off-road-driving']",i
656,10035897,Prospect Peak Trail,Lassen Volcanic National Park,Old Station,CA,United States,"{'lat': 40.56515, 'lng': -121.30146}",4.7289,6.901458048477315,2263.1104344,5,out and back,2.0,4.0,9,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking']",i
657,10027127,Lower Twin and Snag Lakes Loop Trail,Lassen Volcanic National Park,Old Station,CA,United States,"{'lat': 40.56379, 'lng': -121.3023}",4.65,14.503064014916097,1719.0838872,3,loop,2.0,5.0,1,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'walking']",i
658,10264117,Lower Gaylor Lake Trail,Yosemite National Park,Yosemite Valley,CA,United States,"{'lat': 37.87963, 'lng': -119.30293}",4.6445,4.5009509011808575,846.0412848,1,out and back,2.0,4.0,8,"['dogs-no', 'forest', 'lake', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
659,10273332,Chain Lakes Trail from Clark Range Trailhead,Yosemite National Park,Oakhurst,CA,United States,"{'lat': 37.531, 'lng': -119.44762}",4.6377,10.502218769422,1722.0840335999999,3,out and back,2.0,4.5,9,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i
660,10027528,Azalea Campground to Big Stump Grove,Kings Canyon National Park,Cedar Grove,CA,United States,"{'lat': 36.74348, 'lng': -118.97142}",4.6145,5.801225605966439,1437.0701256,3,out and back,1.0,4.5,4,['dogs-no'],"['hiking', 'trail-running']",i
661,10400843,Mt. Whitney Loop,Kings Canyon National Park,Hume,CA,United States,"{'lat': 36.79494, 'lng': -118.58292}",4.6094,87.51848974518335,21474.047882400002,7,loop,3.0,5.0,4,"['rails-trails', 'dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'fishing', 'hiking', 'horseback-riding', 'rails-trails']",i
662,10290290,Dorst / Lost Grove Trail,Sequoia National Park,Three Rivers,CA,United States,"{'lat': 36.63536, 'lng': -118.81562}",4.6019,4.400929770043505,902.0440176,3,out and back,2.0,4.0,7,"['dogs-no', 'forest', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i
663,10328718,Kearsarge Pass Trail to John Muir Trail Loop,Sequoia National Park,Independence,CA,United States,"{'lat': 36.77252, 'lng': -118.34111}",4.5931,42.40895960223742,12148.5928224,5,loop,2.0,4.5,7,"['forest', 'views']","['backpacking', 'hiking', 'nature-trips']",i
664,10035738,Delilah Fire Lookout OHV Trail,Sequoia National Park,Dunlap,CA,United States,"{'lat': 36.75104, 'lng': -119.05548}",4.5726,17.10361342448726,2440.119072,1,out and back,1.0,3.5,6,"['forest', 'views']",['off-road-driving'],i
665,10258857,Pelican Bay Trail,Channel Islands National Park,Ventura,CA,United States,"{'lat': 34.01749, 'lng': -119.68349}",4.5504,4.000845245494095,820.040016,3,out and back,2.0,4.5,10,"['cave', 'dogs-no', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
666,10258333,Peaks View Day Use Area to Bear Gulch Day Use Area Trail,Pinnacles National Park,Paicines,CA,United States,"{'lat': 36.48248, 'lng': -121.16194}",4.541,2.50052827843381,301.0146888,3,out and back,2.0,4.0,12,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
667,10369329,Cathedral Peak: Climber's Approach,Yosemite National Park,Yosemite Valley,CA,United States,"{'lat': 37.87346, 'lng': -119.38225}",4.5269,5.801225605966439,1896.0925248,5,out and back,1.0,5.0,10,"['dogs-no', 'lake', 'views', 'wild-flowers']","['hiking', 'nature-trips', 'rock-climbing', 'trail-running']",i
668,10401083,Eagle Cliffs Lucky Boy Vista loop,Joshua Tree National Park,Twentynine Palms,CA,United States,"{'lat': 34.0093, 'lng': -116.05584}",4.5248,4.801014294592915,862.0420656,3,loop,2.0,5.0,13,['views'],"['hiking', 'nature-trips', 'walking']",i
669,10041359,O'Shaughnessy Dam to Tuolumne River,Yosemite National Park,Long Barn,CA,United States,"{'lat': 37.94601, 'lng': -119.78826}",4.5241,2.4005071472964574,370.018056,1,out and back,3.0,5.0,8,"['dogs-no', 'forest', 'kids', 'river', 'views']","['hiking', 'walking']",i
670,10019814,Ibex Dunes Trail,Death Valley National Park,Tecopa,CA,United States,"{'lat': 35.73869, 'lng': -116.38247}",4.509,5.701204474829086,485.02366800000004,3,out and back,2.0,4.0,4,"['dogs-no', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'walking']",i
671,10253339,Park Blvd Scenic Drive,Joshua Tree National Park,Twentynine Palms,CA,United States,"{'lat': 34.06802, 'lng': -116.02395}",4.4926,23.80502921068987,2040.0995520000001,1,point to point,2.0,4.5,5,"['ada', 'kids', 'paved', 'views']","['nature-trips', 'scenic-driving', 'walking']",i
672,10265927,Santa Rosa Island - Pier to Ford Point,Channel Islands National Park,Santa Barbara,CA,United States,"{'lat': 34.00762, 'lng': -120.04863}",4.4638,19.404099440646362,3123.1524024,3,out and back,1.0,4.5,5,"['beach', 'dogs-no', 'views', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'walking']",i
673,10268367,Shepherd Saddle Road,Sequoia National Park,Three Rivers,CA,United States,"{'lat': 36.52563, 'lng': -118.89034}",4.418,13.30281044126787,2647.1291736000003,3,out and back,1.0,3.5,14,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['hiking', 'mountain-biking', 'nature-trips', 'off-road-driving']",i
674,10027567,Bubbs Creek Trail,Kings Canyon National Park,Lone Pine,CA,United States,"{'lat': 36.77268, 'lng': -118.34024}",4.4179,21.604564325668115,5872.2865536,5,out and back,2.0,4.5,6,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i
675,10029823,Chihuahua Mine,Sequoia National Park,Three Rivers,CA,United States,"{'lat': 36.45332, 'lng': -118.59679}",4.3944,7.10150031075202,2591.1264408,5,out and back,1.0,4.5,3,"['dogs-no', 'views']","['hiking', 'rock-climbing', 'trail-running']",i
676,10264663,Torrey Pines Trail,Channel Islands National Park,Santa Barbara,CA,United States,"{'lat': 33.98371, 'lng': -120.01923}",4.3555,1.4002958359229336,367.0179096,1,loop,1.0,4.5,11,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
677,10333949,Tuolumne Meadows to Tenaya Lake via Pacific Crest and Glen Aulin Trails,Yosemite National Park,Yosemite Valley,CA,United States,"{'lat': 37.87188, 'lng': -119.37382}",4.3553,11.902514605344935,1197.0584136,3,point to point,2.0,4.5,6,"['forest', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips']",i
678,10264665,Lobo Canyon Trail,Channel Islands National Park,Santa Barbara,CA,United States,"{'lat': 34.00319, 'lng': -120.09116}",4.3485,4.801014294592915,413.0201544,1,out and back,1.0,4.5,4,"['beach', 'dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'rock-climbing', 'walking']",i
679,10314574,Joshua Tree Queen Mountain,Joshua Tree National Park,Twentynine Palms,CA,United States,"{'lat': 34.0237, 'lng': -116.07775}",4.3306,6.201310130515848,1282.0625616,3,out and back,2.0,4.5,7,"['dogs-no', 'views']","['backpacking', 'camping', 'hiking', 'nature-trips']",i
680,10031264,Hexahedron Mine Trail,Joshua Tree National Park,Twentynine Palms,CA,United States,"{'lat': 33.92355, 'lng': -116.05423}",4.3292,8.901880671224363,1013.0494344000001,3,out and back,1.0,3.5,3,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
681,10407847,Keys View Nature Trail,Joshua Tree National Park,Thousand Palms,CA,United States,"{'lat': 33.92719, 'lng': -116.18747}",4.3189,0.20004226227470479,19.0009272,1,loop,3.0,4.0,7,"['kids', 'views']","['birding', 'nature-trips', 'walking']",i
682,10270224,Tuolumne Meadow to White Wolf via Pacific Crest Trail,Yosemite National Park,Yosemite Valley,CA,United States,"{'lat': 37.87206, 'lng': -119.37065}",4.3179,27.305768800497205,4950.24156,5,point to point,2.0,5.0,8,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking']",i
683,10112030,High Sierra Trail: Ninemile Creek to Bearpaw Meadow,Sequoia National Park,Three Rivers,CA,United States,"{'lat': 36.55464, 'lng': -118.74878}",4.2697,20.504331883157242,4340.211792000001,5,out and back,2.0,4.5,3,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'horseback-riding']",i
684,10037317,Huckleberry Meadow Trail,Sequoia National Park,Three Rivers,CA,United States,"{'lat': 36.58474, 'lng': -118.74983}",4.2347,5.201098819142324,767.0374296,1,out and back,,4.5,2,"['dogs-no', 'kids', 'wild-flowers']","['hiking', 'nature-trips', 'walking']",i
685,10313394,North Lake Loop via Lamarck Col and Alpine Col,Kings Canyon National Park,Bishop,CA,United States,"{'lat': 37.22668, 'lng': -118.62804}",4.2334,17.10361342448726,4967.242389600001,7,loop,1.0,5.0,2,"['dogs-no', 'lake', 'river', 'views', 'wildlife']","['backpacking', 'camping', 'fishing', 'hiking', 'nature-trips', 'snowshoeing']",i
686,10236122,Horseshoe Lake Trail,Lassen Volcanic National Park,Chester,CA,United States,"{'lat': 40.46688, 'lng': -121.30954}",4.2272,4.3009086389061535,649.0316712,1,out and back,2.0,4.5,7,"['dogs-no', 'lake', 'kids', 'views', 'wild-flowers']","['camping', 'hiking', 'trail-running', 'walking', 'whitewater-kayaking', 'canoeing']",i
687,10319722,Snow Creek Trail to Yosemite Falls Trail via North Dome,Yosemite National Park,Yosemite Valley,CA,United States,"{'lat': 37.73996, 'lng': -119.55968}",4.2183,18.80397265382225,5406.263812800001,5,point to point,2.0,5.0,6,"['forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips']",i
688,10263526,Lyons Ranch Trail,Redwood National Park,Hoopa,CA,United States,"{'lat': 41.14824, 'lng': -123.89313}",4.2143,3.7007818520820384,469.0228872,3,out and back,1.0,4.5,10,"['dogs-no', 'historic-site', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
689,10405507,"Smugglers Road, Scorpion Canyon and Potato Harbor",Channel Islands National Park,Ventura,CA,United States,"{'lat': 34.04987, 'lng': -119.55629}",4.1838,8.00169049098819,1282.0625616,3,loop,2.0,5.0,4,"['beach', 'views']","['hiking', 'nature-trips', 'walking']",i
690,10042158,Pushawalla Plateau and Canyon Trail,Joshua Tree National Park,Indio,CA,United States,"{'lat': 33.90111, 'lng': -116.08596}",4.171,9.802070851460535,2391.1166808,3,out and back,2.0,4.5,3,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running']",i
691,10257650,Old Big Oak Flat Road,Yosemite National Park,Yosemite Valley,CA,United States,"{'lat': 37.7148, 'lng': -119.73491}",4.1674,7.10150031075202,1781.0869128,3,out and back,2.0,4.0,9,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
692,10252780,Burnt Hill Trail,Joshua Tree National Park,Yucca Valley,CA,United States,"{'lat': 34.0714, 'lng': -116.39115}",4.1634,5.901246737103791,859.0419191999999,3,out and back,1.0,4.5,9,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",i
693,10031504,Lippincott Mine Road,Death Valley National Park,Keeler,CA,United States,"{'lat': 36.62027, 'lng': -117.6484}",4.158,6.801436917339963,1958.0955504,5,point to point,1.0,4.0,9,"['views', 'wild-flowers', 'wildlife']",['off-road-driving'],i
694,10359192,General Sherman via Lodgepole,Sequoia National Park,Sequoia National Park,CA,United States,"{'lat': 36.6046, 'lng': -118.72575}",4.1455,5.601183343691734,892.0435296,3,out and back,2.0,4.0,12,"['dogs-no', 'forest', 'partially-paved', 'views']","['hiking', 'nature-trips', 'walking']",i
695,10309528,Mount Whitney via Cottonwood Lakes,Sequoia National Park,Lone Pine,CA,United States,"{'lat': 36.45356, 'lng': -118.17045}",4.1315,57.112065879428215,13353.6516264,5,out and back,2.0,5.0,5,"['lake', 'views']","['backpacking', 'camping', 'hiking', 'nature-trips', 'rock-climbing']",i
696,10273340,Black Eagle Mine OHV Trail,Joshua Tree National Park,Mecca,CA,United States,"{'lat': 33.82554, 'lng': -115.75997}",4.12,24.005071472964577,1286.0627568,3,out and back,2.0,3.5,4,"['dogs-no', 'views']","['off-road-driving', 'scenic-driving']",i
697,10037283,Foresta Falls Trail,Yosemite National Park,Yosemite Valley,CA,United States,"{'lat': 37.69844, 'lng': -119.75723}",4.0714,1.6003380981976383,318.0155184,1,out and back,2.0,3.5,8,"['dogs-no', 'forest', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
698,10322676,Chilnualna Falls Extended Loop,Yosemite National Park,Yosemite Valley,CA,United States,"{'lat': 37.54838, 'lng': -119.63401}",4.0631,13.80291609695463,3976.1940288000005,5,loop,1.0,4.5,5,"['dogs-no', 'forest', 'views', 'waterfall']","['backpacking', 'hiking', 'trail-running']",i
699,10258641,Golden Bell and Eldorado Mine Trail,Joshua Tree National Park,Twentynine Palms,CA,United States,"{'lat': 33.93303, 'lng': -115.9597}",4.062,2.0004226227470476,436.0212768,3,loop,2.0,4.0,3,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
700,10027101,Lily Pond Nature Trail,Lassen Volcanic National Park,Old Station,CA,United States,"{'lat': 40.53652, 'lng': -121.56198}",4.0486,0.7001479179614668,26.001268800000002,1,loop,3.0,4.0,6,"['dogs-no', 'lake', 'kids', 'wild-flowers']","['hiking', 'nature-trips', 'walking']",i
701,10039656,Quail Wash to West Entrance Wash Trail,Joshua Tree National Park,Joshua Tree,CA,United States,"{'lat': 34.04029, 'lng': -116.19784}",4.0467,17.90378247358608,1614.0787632000001,3,out and back,2.0,3.5,9,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",i
702,10040336,Upper Colony Mill Trail,Sequoia National Park,Three Rivers,CA,United States,"{'lat': 36.5713, 'lng': -118.80804}",3.9829,4.700993163455562,1151.0561688,3,loop,2.0,3.5,7,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
703,10273345,Silver Bell Mine Hike,Joshua Tree National Park,Twentynine Palms,CA,United States,"{'lat': 33.93303, 'lng': -115.95977}",3.9765,1.300274704785581,308.0150304,3,out and back,2.0,3.5,7,"['dogs-no', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i
704,10368984,Young Lakes and Mount Conness Summit,Yosemite National Park,Yosemite Valley,CA,United States,"{'lat': 37.87742, 'lng': -119.35368}",3.9602,18.80397265382225,5413.2641544,5,out and back,2.0,5.0,12,"['dogs-no', 'lake', 'views']","['birding', 'hiking', 'nature-trips']",i
705,10323769,"Happy Isles, Vernall Falls, Half Dome, Tenaya Lake, and Mirror Lakes Loop",Yosemite National Park,Yosemite Valley,CA,United States,"{'lat': 37.73235, 'lng': -119.55954}",3.9408,30.206381603480423,9419.459647200001,5,loop,3.0,5.0,5,"['dogs-no', 'forest', 'lake', 'partially-paved', 'river', 'views', 'waterfall']","['backpacking', 'camping', 'hiking', 'nature-trips']",i
706,10026766,Moorten's Mill Trail,Joshua Tree National Park,Mecca,CA,United States,"{'lat': 33.73692, 'lng': -115.81082}",3.94,1.2002535736482287,154.0075152,1,out and back,2.0,1.0,2,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
707,10393687,North Grove and Sunset Trail,Kings Canyon National Park,Cedar Grove,CA,United States,"{'lat': 36.74707, 'lng': -118.97488}",3.9347,3.4007184586699815,666.0325008000001,1,loop,1.0,4.5,7,"['dogs-no', 'forest', 'kids', 'partially-paved', 'views', 'wildlife']","['hiking', 'nature-trips', 'walking', 'cross-country-skiing']",i
708,10034166,East Point Trail,Channel Islands National Park,Santa Barbara,CA,United States,"{'lat': 34.00291, 'lng': -120.05094}",3.9136,14.503064014916097,784.0382592000001,3,out and back,2.0,5.0,4,"['beach', 'dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
709,10033201,Ubehebe Peak Trail,Death Valley National Park,Death Valley,CA,United States,"{'lat': 36.69439, 'lng': -117.57159}",3.9025,4.000845245494095,2306.1125328,5,out and back,1.0,3.5,8,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i
710,10335590,Bear Hill Trail to Moro Rock Trail Loop,Sequoia National Park,Three Rivers,CA,United States,"{'lat': 36.56477, 'lng': -118.7735}",3.8867,8.101711622125544,1131.0551928,1,loop,3.0,4.0,8,"['forest', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'walking']",i
711,10020789,Chloride City OHV Trail,Death Valley National Park,Death Valley,CA,United States,"{'lat': 36.75057, 'lng': -116.93674}",3.8746,14.903148539465507,2611.1274168,3,out and back,2.0,4.5,6,"['dogs-no', 'views']","['mountain-biking', 'nature-trips', 'off-road-driving']",i
712,10302879,Telescope Peak via Shorty's Well Route,Death Valley National Park,Death Valley,CA,United States,"{'lat': 36.22563, 'lng': -116.8816}",3.8631,19.904205096333126,11692.5705696,5,point to point,1.0,4.0,3,"['forest', 'historic-site', 'views', 'wild-flowers']","['backpacking', 'camping', 'hiking', 'nature-trips', 'rock-climbing', 'trail-running']",i
713,10269471,Corral Wall Trail,Joshua Tree National Park,Twentynine Palms,CA,United States,"{'lat': 34.08599, 'lng': -116.14047}",3.7892,1.1002324425108763,232.0113216,3,loop,2.0,4.0,4,"['dogs-no', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'rock-climbing']",i
714,10236132,Upper and Lower Twin Lake Trail,Lassen Volcanic National Park,Old Station,CA,United States,"{'lat': 40.49453, 'lng': -121.42289}",3.7783,9.301965195773771,1299.0633912,1,loop,2.0,4.0,4,"['dogs-no', 'lake', 'views', 'wild-flowers']","['birding', 'fishing', 'hiking', 'nature-trips', 'walking', 'whitewater-kayaking', 'canoeing']",i
715,10484544,Circle Meadows via Congress Trail,Sequoia National Park,Sequoia National Park,CA,United States,"{'lat': 36.58456, 'lng': -118.74987}",3.7773,4.2008875077688,639.0311832,1,loop,,4.5,9,"['forest', 'views']","['hiking', 'trail-running', 'walking']",i
716,10039961,Bumpass Hell Trail  [CLOSED],Lassen Volcanic National Park,Old Station,CA,United States,"{'lat': 40.46601, 'lng': -121.51412}",3.7747,2.7005705407085143,439.0214232,1,out and back,3.0,4.5,142,"['dogs-no', 'forest', 'lake', 'kids', 'hot-springs', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'trail-running', 'walking']",i
717,10258332,Visitor Center to Peaks View Day Use Area,Pinnacles National Park,Paicines,CA,United States,"{'lat': 36.49439, 'lng': -121.14592}",3.7459,3.300697327532629,114.0055632,1,out and back,,4.5,4,"['dogs-no', 'kids', 'views']","['hiking', 'walking']",i
718,10345726,Viola Falls Trail,Kings Canyon National Park,Stony Creek Village,CA,United States,"{'lat': 36.73995, 'lng': -118.96254}",3.7266,2.7005705407085143,534.0260592000001,3,out and back,2.0,4.0,7,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wildlife']","['camping', 'hiking', 'nature-trips']",i
719,10258334,Peaks View Day Use Area to Old Pinnacles Trailhead,Pinnacles National Park,Paicines,CA,United States,"{'lat': 36.48247, 'lng': -121.16194}",3.7014,3.2006761963952766,101.0049288,1,out and back,,4.5,3,"['dogs-no', 'kids', 'wildlife']",['hiking'],i
720,10310470,California Riding & Hiking Trail,Joshua Tree National Park,Twentynine Palms,CA,United States,"{'lat': 34.07424, 'lng': -116.03185}",3.6903,39.108262274704785,4235.206668,7,point to point,1.0,4.5,9,"['views', 'wild-flowers']","['backpacking', 'birding', 'camping', 'hiking']",i
721,10313020,Dog Dome and Dog Lake,Yosemite National Park,Lee Vining,CA,United States,"{'lat': 37.87836, 'lng': -119.339}",3.6844,3.000633934120572,643.0313784,1,out and back,2.0,4.5,2,"['forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
722,10313072,Indian Pass,Death Valley National Park,Death Valley,CA,United States,"{'lat': 36.54764, 'lng': -116.89007}",3.6826,13.00274704785581,1870.0912560000002,5,out and back,1.0,4.0,5,['views'],"['backpacking', 'camping', 'hiking']",i
723,10454609,"Buena Vista, Royal Arch, and Crescent Lakes Loop",Yosemite National Park,Yosemite Valley,CA,United States,"{'lat': 37.54839, 'lng': -119.634}",3.6809,26.505599751398385,5898.2878224,5,loop,1.0,5.0,11,"['dogs-no', 'lake', 'views', 'waterfall']","['backpacking', 'camping', 'hiking']",i
724,10270271,Coffin Peak,Death Valley National Park,Death Valley,CA,United States,"{'lat': 36.21773, 'lng': -116.72267}",3.6727,2.7005705407085143,702.0342576,3,out and back,,4.0,3,"['dogs-no', 'views']",['hiking'],i
725,10348128,"Merced Lake to Half Dome Loop via John Muir, Pack and Cloud Rest Trails",Yosemite National Park,Yosemite Valley,CA,United States,"{'lat': 37.73532, 'lng': -119.56652}",3.6559,34.70733250466128,8763.4276344,5,loop,2.0,5.0,2,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall']","['backpacking', 'camping', 'fishing', 'nature-trips', 'rock-climbing']",i
726,10318368,Manzanita and Azalea Trail,Kings Canyon National Park,Badger,CA,United States,"{'lat': 36.73996, 'lng': -118.96256}",3.6402,4.3009086389061535,902.0440176,3,loop,2.0,4.0,7,"['dogs-no', 'forest', 'wildlife']","['hiking', 'nature-trips', 'trail-running']",i
727,10270059,Ridgecrest to Death Valley OHV Trail,Death Valley National Park,Ridgecrest,CA,United States,"{'lat': 35.61407, 'lng': -117.67073}",3.6185,165.9350565568676,9993.4876584,3,point to point,2.0,4.5,4,"['dogs-no', 'historic-site', 'views', 'wild-flowers']","['nature-trips', 'off-road-driving']",i
728,10342905,Zumwalt Meadow Trail to Kanawyers Trail Loop,Kings Canyon National Park,Hume,CA,United States,"{'lat': 36.79374, 'lng': -118.59844}",3.5344,6.901458048477315,462.0225456,1,loop,2.0,3.5,4,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']",['hiking'],i
729,10364030,King Creek Falls and Bench Lake Loop,Lassen Volcanic National Park,Old Station,CA,United States,"{'lat': 40.46061, 'lng': -121.4594}",3.4995,4.3009086389061535,744.0363072,3,loop,2.0,4.5,9,"['forest', 'lake', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i
